Seconds,Amps,Volts,State,Step,Cycle,Ah
11740.008000000002,-0.0,3.9142980525709175,R,3.0,1.0,0.0006599574591104584
11750.008000000002,-0.0,3.914298052577243,R,3.0,1.0,0.0006599574591104584
11760.008000000002,-0.0,3.9142980525835687,R,3.0,1.0,0.0006599574591104584
11770.008000000002,-0.0,3.9142980525898943,R,3.0,1.0,0.0006599574591104584
11780.008000000002,-0.0,3.91429805259622,R,3.0,1.0,0.0006599574591104584
11790.008000000002,-0.0,3.9142980526025455,R,3.0,1.0,0.0006599574591104584
11800.008000000002,-0.0,3.914298052608871,R,3.0,1.0,0.0006599574591104584
11810.008000000002,-0.0,3.9142980526151967,R,3.0,1.0,0.0006599574591104584
11820.008000000002,-0.0,3.9142980526215223,R,3.0,1.0,0.0006599574591104584
11830.008000000002,-0.0,3.914298052627848,R,3.0,1.0,0.0006599574591104584
11840.008000000002,-0.0,3.9142980526341735,R,3.0,1.0,0.0006599574591104584
11850.008000000002,-0.0,3.914298052640499,R,3.0,1.0,0.0006599574591104584
11860.008000000002,-0.0,3.9142980526468247,R,3.0,1.0,0.0006599574591104584
11870.008000000002,-0.0,3.91429805265315,R,3.0,1.0,0.0006599574591104584
11880.008000000002,-0.0,3.9142980526594755,R,3.0,1.0,0.0006599574591104584
11890.008000000002,-0.0,3.914298052665801,R,3.0,1.0,0.0006599574591104584
11900.008000000002,-0.0,3.9142980526721267,R,3.0,1.0,0.0006599574591104584
11910.008000000002,-0.0,3.9142980526784523,R,3.0,1.0,0.0006599574591104584
11920.008000000002,-0.0,3.914298052684778,R,3.0,1.0,0.0006599574591104584
11930.008000000002,-0.0,3.9142980526911035,R,3.0,1.0,0.0006599574591104584
11940.008000000002,-0.0,3.914298052697429,R,3.0,1.0,0.0006599574591104584
11950.008000000002,-0.0,3.9142980527037547,R,3.0,1.0,0.0006599574591104584
11960.008000000002,-0.0,3.9142980527100804,R,3.0,1.0,0.0006599574591104584
11970.008000000002,-0.0,3.914298052716406,R,3.0,1.0,0.0006599574591104584
11980.008000000002,-0.0,3.9142980527227316,R,3.0,1.0,0.0006599574591104584
11990.008000000002,-0.0,3.914298052729057,R,3.0,1.0,0.0006599574591104584
12000.008000000002,-0.0,3.914298052735383,R,3.0,1.0,0.0006599574591104584
12010.008000000002,-0.0,3.9142980527417084,R,3.0,1.0,0.0006599574591104584
12020.008000000002,-0.0,3.914298052748034,R,3.0,1.0,0.0006599574591104584
12030.008000000002,-0.0,3.9142980527543596,R,3.0,1.0,0.0006599574591104584
12040.008000000002,-0.0,3.914298052760685,R,3.0,1.0,0.0006599574591104584
12050.008000000002,-0.0,3.914298052767011,R,3.0,1.0,0.0006599574591104584
12060.008000000002,-0.0,3.9142980527733364,R,3.0,1.0,0.0006599574591104584
12070.008000000002,-0.0,3.914298052779662,R,3.0,1.0,0.0006599574591104584
12080.008000000002,-0.0,3.9142980527859876,R,3.0,1.0,0.0006599574591104584
12090.008000000002,-0.0,3.914298052792313,R,3.0,1.0,0.0006599574591104584
12100.008000000002,-0.0,3.9142980527986384,R,3.0,1.0,0.0006599574591104584
12110.008000000002,-0.0,3.914298052804964,R,3.0,1.0,0.0006599574591104584
12120.008000000002,-0.0,3.9142980528112896,R,3.0,1.0,0.0006599574591104584
12130.008000000002,-0.0,3.9142980528176152,R,3.0,1.0,0.0006599574591104584
12140.008000000002,-0.0,3.914298052823941,R,3.0,1.0,0.0006599574591104584
12150.008000000002,-0.0,3.9142980528302664,R,3.0,1.0,0.0006599574591104584
12160.008000000002,-0.0,3.914298052836592,R,3.0,1.0,0.0006599574591104584
12170.008000000002,-0.0,3.9142980528429177,R,3.0,1.0,0.0006599574591104584
12180.008000000002,-0.0,3.9142980528492433,R,3.0,1.0,0.0006599574591104584
12190.008000000002,-0.0,3.914298052855569,R,3.0,1.0,0.0006599574591104584
12200.008000000002,-0.0,3.9142980528618945,R,3.0,1.0,0.0006599574591104584
12210.008000000002,-0.0,3.91429805286822,R,3.0,1.0,0.0006599574591104584
12220.008000000002,-0.0,3.9142980528745457,R,3.0,1.0,0.0006599574591104584
12230.008000000002,-0.0,3.9142980528808713,R,3.0,1.0,0.0006599574591104584
12240.008000000002,-0.0,3.914298052887197,R,3.0,1.0,0.0006599574591104584
12250.008000000002,-0.0,3.9142980528935225,R,3.0,1.0,0.0006599574591104584
12260.008000000002,-0.0,3.914298052899848,R,3.0,1.0,0.0006599574591104584
12270.008000000002,-0.0,3.9142980529061737,R,3.0,1.0,0.0006599574591104584
12280.008000000002,-0.0,3.9142980529124993,R,3.0,1.0,0.0006599574591104584
12290.008000000002,-0.0,3.914298052918825,R,3.0,1.0,0.0006599574591104584
12300.008000000002,-0.0,3.9142980529251505,R,3.0,1.0,0.0006599574591104584
12310.008000000002,-0.0,3.914298052931476,R,3.0,1.0,0.0006599574591104584
12320.008000000002,-0.0,3.9142980529378013,R,3.0,1.0,0.0006599574591104584
12330.008000000002,-0.0,3.914298052944127,R,3.0,1.0,0.0006599574591104584
12340.008000000002,-0.0,3.9142980529504525,R,3.0,1.0,0.0006599574591104584
12350.008000000002,-0.0,3.914298052956778,R,3.0,1.0,0.0006599574591104584
12360.008000000002,-0.0,3.9142980529631037,R,3.0,1.0,0.0006599574591104584
12370.008000000002,-0.0,3.9142980529694293,R,3.0,1.0,0.0006599574591104584
12380.008000000002,-0.0,3.914298052975755,R,3.0,1.0,0.0006599574591104584
12390.008000000002,-0.0,3.9142980529820806,R,3.0,1.0,0.0006599574591104584
12400.008000000002,-0.0,3.914298052988406,R,3.0,1.0,0.0006599574591104584
12410.008000000002,-0.0,3.9142980529947318,R,3.0,1.0,0.0006599574591104584
12420.008000000002,-0.0,3.9142980530010574,R,3.0,1.0,0.0006599574591104584
12430.008000000002,-0.0,3.914298053007383,R,3.0,1.0,0.0006599574591104584
12440.008000000002,-0.0,3.9142980530137086,R,3.0,1.0,0.0006599574591104584
12450.008000000002,-0.0,3.914298053020034,R,3.0,1.0,0.0006599574591104584
12460.008000000002,-0.0,3.91429805302636,R,3.0,1.0,0.0006599574591104584
12470.008000000002,-0.0,3.9142980530326854,R,3.0,1.0,0.0006599574591104584
12480.008000000002,-0.0,3.914298053039011,R,3.0,1.0,0.0006599574591104584
12490.008000000002,-0.0,3.9142980530453366,R,3.0,1.0,0.0006599574591104584
12500.008000000002,-0.0,3.9142980530516622,R,3.0,1.0,0.0006599574591104584
12510.008000000002,-0.0,3.914298053057988,R,3.0,1.0,0.0006599574591104584
12520.008000000002,-0.0,3.9142980530643134,R,3.0,1.0,0.0006599574591104584
12530.008000000002,-0.0,3.914298053070639,R,3.0,1.0,0.0006599574591104584
12540.008000000002,-0.0,3.914298053076964,R,3.0,1.0,0.0006599574591104584
12550.008000000002,-0.0,3.91429805308329,R,3.0,1.0,0.0006599574591104584
12560.008000000002,-0.0,3.9142980530896154,R,3.0,1.0,0.0006599574591104584
12570.008000000002,-0.0,3.914298053095941,R,3.0,1.0,0.0006599574591104584
12580.008000000002,-0.0,3.9142980531022666,R,3.0,1.0,0.0006599574591104584
12590.008000000002,-0.0,3.9142980531085922,R,3.0,1.0,0.0006599574591104584
12600.008000000002,-0.0,3.914298053114918,R,3.0,1.0,0.0006599574591104584
12610.008000000002,-0.0,3.9142980531212435,R,3.0,1.0,0.0006599574591104584
12620.008000000002,-0.0,3.914298053127569,R,3.0,1.0,0.0006599574591104584
12630.008000000002,-0.0,3.9142980531338947,R,3.0,1.0,0.0006599574591104584
12640.008000000002,-0.0,3.9142980531402203,R,3.0,1.0,0.0006599574591104584
12650.008000000002,-0.0,3.914298053146546,R,3.0,1.0,0.0006599574591104584
12660.008000000002,-0.0,3.9142980531528715,R,3.0,1.0,0.0006599574591104584
12670.008000000002,-0.0,3.914298053159197,R,3.0,1.0,0.0006599574591104584
12680.008000000002,-0.0,3.9142980531655227,R,3.0,1.0,0.0006599574591104584
12690.008000000002,-0.0,3.9142980531718483,R,3.0,1.0,0.0006599574591104584
12700.008000000002,-0.0,3.914298053178174,R,3.0,1.0,0.0006599574591104584
12710.008000000002,-0.0,3.9142980531844995,R,3.0,1.0,0.0006599574591104584
12720.008000000002,-0.0,3.914298053190825,R,3.0,1.0,0.0006599574591104584
12730.008000000002,-0.0,3.9142980531971507,R,3.0,1.0,0.0006599574591104584
12740.008000000002,-0.0,3.9142980532034763,R,3.0,1.0,0.0006599574591104584
12750.008000000002,-0.0,3.91429805320455,R,3.0,1.0,0.0006599574591104584
12760.008000000002,-0.0,3.9142980532055924,R,3.0,1.0,0.0006599574591104584
12770.008000000002,-0.0,3.9142980532066347,R,3.0,1.0,0.0006599574591104584
12780.008000000002,-0.0,3.914298053207677,R,3.0,1.0,0.0006599574591104584
12790.008000000002,-0.0,3.9142980532087197,R,3.0,1.0,0.0006599574591104584
12800.008000000002,-0.0,3.914298053209762,R,3.0,1.0,0.0006599574591104584
12810.008000000002,-0.0,3.9142980532108043,R,3.0,1.0,0.0006599574591104584
12820.008000000002,-0.0,3.9142980532118465,R,3.0,1.0,0.0006599574591104584
12830.008000000002,-0.0,3.914298053212889,R,3.0,1.0,0.0006599574591104584
12840.008000000002,-0.0,3.914298053213931,R,3.0,1.0,0.0006599574591104584
12850.008000000002,-0.0,3.9142980532149734,R,3.0,1.0,0.0006599574591104584
12860.008000000002,-0.0,3.9142980532160156,R,3.0,1.0,0.0006599574591104584
12870.008000000002,-0.0,3.9142980532170584,R,3.0,1.0,0.0006599574591104584
12880.008000000002,-0.0,3.9142980532181006,R,3.0,1.0,0.0006599574591104584
12890.008000000002,-0.0,3.914298053219143,R,3.0,1.0,0.0006599574591104584
12900.008000000002,-0.0,3.914298053220185,R,3.0,1.0,0.0006599574591104584
12910.008000000002,-0.0,3.9142980532212275,R,3.0,1.0,0.0006599574591104584
12920.008000000002,-0.0,3.9142980532222698,R,3.0,1.0,0.0006599574591104584
12930.008000000002,-0.0,3.914298053223312,R,3.0,1.0,0.0006599574591104584
12940.008000000002,-0.0,3.9142980532243543,R,3.0,1.0,0.0006599574591104584
12950.008000000002,-0.0,3.9142980532253966,R,3.0,1.0,0.0006599574591104584
12960.008000000002,-0.0,3.9142980532264393,R,3.0,1.0,0.0006599574591104584
12970.008000000002,-0.0,3.9142980532274816,R,3.0,1.0,0.0006599574591104584
12980.008000000002,-0.0,3.914298053228524,R,3.0,1.0,0.0006599574591104584
12990.008000000002,-0.0,3.914298053229566,R,3.0,1.0,0.0006599574591104584
13000.008000000002,-0.0,3.9142980532306084,R,3.0,1.0,0.0006599574591104584
13010.008000000002,-0.0,3.9142980532316507,R,3.0,1.0,0.0006599574591104584
13020.008000000002,-0.0,3.914298053232693,R,3.0,1.0,0.0006599574591104584
13030.008000000002,-0.0,3.9142980532337353,R,3.0,1.0,0.0006599574591104584
13040.008000000002,-0.0,3.914298053234778,R,3.0,1.0,0.0006599574591104584
13050.008000000002,-0.0,3.9142980532358203,R,3.0,1.0,0.0006599574591104584
13060.008000000002,-0.0,3.9142980532368625,R,3.0,1.0,0.0006599574591104584
13070.008000000002,-0.0,3.914298053237905,R,3.0,1.0,0.0006599574591104584
13080.008000000002,-0.0,3.914298053238947,R,3.0,1.0,0.0006599574591104584
13080.009000000002,-0.0031998754651338633,3.8571910841741683,D,4.0,1.0,0.0006599579035376061
13080.109000000002,-0.0031998748384385513,3.857078611858242,D,4.0,1.0,0.0006600467889584896
13080.209000000003,-0.0031998748379811755,3.85696629306583,D,4.0,1.0,0.0006601356743706627
13080.309000000001,-0.003199874824431763,3.856854214486854,D,4.0,1.0,0.0006602245597826398
13080.409000000001,-0.0031998748360757626,3.856742147868252,D,4.0,1.0,0.0006603134451945918
13080.509000000002,-0.0031998748245332677,3.856630306032144,D,4.0,1.0,0.0006604023306065439
13080.609000000002,-0.0031998748348578175,3.8565184880667434,D,4.0,1.0,0.0006604912160184805
13080.709000000003,-0.0031998748006246357,3.856407092758667,D,4.0,1.0,0.000660580101430085
13080.809000000001,-0.003199874781671168,3.856295768551823,D,4.0,1.0,0.0006606689868409493
13080.909000000001,-0.0031998747901176446,3.856184444344979,D,4.0,1.0,0.0006607578722516692
13081.009000000002,-0.003199874825922921,3.8560731201381344,D,4.0,1.0,0.0006608467576630023
13081.109000000002,-0.003199874808232855,3.855962131295755,D,4.0,1.0,0.0006609356430745883
13081.209000000003,-0.0031998747925037424,3.855851248357943,D,4.0,1.0,0.0006610245284857102
13081.309000000001,-0.003199874804236532,3.8557403654201314,D,4.0,1.0,0.0006611134138967752
13081.409000000001,-0.003199874836413432,3.8556295166228978,D,4.0,1.0,0.00066120229930845
13081.509000000002,-0.003199874806428273,3.8555190975516336,D,4.0,1.0,0.0006612911847201568
13081.609000000002,-0.003199874804055638,3.85540867848037,D,4.0,1.0,0.0006613800701314141
13081.709000000003,-0.003199874829335384,3.855298259409106,D,4.0,1.0,0.0006614689555429895
13081.809000000001,-0.003199874840991619,3.8551880091768402,D,4.0,1.0,0.0006615578409550765
13081.909000000001,-0.0031998748149807475,3.855078026156708,D,4.0,1.0,0.0006616467263669642
13082.009000000002,-0.0031998748167627127,3.8549680431365756,D,4.0,1.0,0.0006617356117785167
13082.109000000002,-0.0031998748462822306,3.854858060116443,D,4.0,1.0,0.000661824497190504
13082.209000000003,-0.0031998748598158844,3.854748214542615,D,4.0,1.0,0.0006619133826030893
13082.309000000001,-0.0031998748582613736,3.854638503683665,D,4.0,1.0,0.0006620022680158395
13082.409000000001,-0.0031998748560168543,3.8545288822337764,D,4.0,1.0,0.000662091153428537
13082.509000000002,-0.003199874853252203,3.8544193501929485,D,4.0,1.0,0.0006621800388411663
13082.609000000002,-0.003199874849871896,3.854309907561182,D,4.0,1.0,0.0006622689242537103
13082.709000000003,-0.003199874846006125,3.854200554338477,D,4.0,1.0,0.0006623578096661536
13082.809000000001,-0.003199874841641306,3.8540912905248335,D,4.0,1.0,0.0006624466950784798
13082.909000000001,-0.0031998748380044476,3.8539821395560763,D,4.0,1.0,0.0006625355804906977
13083.009000000002,-0.0031998748369005785,3.8538731383328853,D,4.0,1.0,0.0006626244659028497
13083.109000000002,-0.0031998748363594887,3.8537642450754475,D,4.0,1.0,0.000662713351314979
13083.209000000003,-0.0031998748363324565,3.853655459783763,D,4.0,1.0,0.0006628022367271003
13083.309000000001,-0.003199874836949197,3.853546782457831,D,4.0,1.0,0.0006628911221392269
13083.409000000001,-0.0031998748381623517,3.853438213097653,D,4.0,1.0,0.0006629800075513818
13083.509000000002,-0.003199874840058951,3.853329751703228,D,4.0,1.0,0.0006630688929635799
13083.609000000002,-0.0031998748426449856,3.853221398274556,D,4.0,1.0,0.0006631577783758403
13083.709000000003,-0.0031998748421298794,3.85311317749731,D,4.0,1.0,0.0006632466637881294
13083.809000000001,-0.003199874841252947,3.853005071910984,D,4.0,1.0,0.0006633355492003963
13083.909000000001,-0.003199874840137593,3.8528970804968132,D,4.0,1.0,0.0006634244346126384
13084.009000000002,-0.0031998748389373017,3.852789203254798,D,4.0,1.0,0.0006635133200248484
13084.109000000002,-0.0031998748376163137,3.8526814401849387,D,4.0,1.0,0.0006636022054370234
13084.209000000003,-0.0031998748362691886,3.852573791287235,D,4.0,1.0,0.0006636910908491613
13084.309000000001,-0.003199874834851635,3.852466256561687,D,4.0,1.0,0.0006637799762612579
13084.409000000001,-0.003199874833520535,3.8523588355952314,D,4.0,1.0,0.0006638688616733193
13084.509000000002,-0.003199874832298725,3.8522515283636727,D,4.0,1.0,0.0006639577470853452
13084.609000000002,-0.0031998748312001652,3.8521443351259608,D,4.0,1.0,0.0006640466324973387
13084.709000000003,-0.003199874830258201,3.8520372558820943,D,4.0,1.0,0.000664135517909304
13084.809000000001,-0.003199874829438282,3.8519302906320747,D,4.0,1.0,0.000664224403321242
13084.909000000001,-0.0031998748288371657,3.851823439375901,D,4.0,1.0,0.0006643132887331631
13085.009000000002,-0.0031998748284690405,3.8517167021135736,D,4.0,1.0,0.0006644021741450707
13085.109000000002,-0.0031998748283878845,3.851610078845093,D,4.0,1.0,0.000664491059556972
13085.209000000003,-0.003199874828588935,3.8515035695704585,D,4.0,1.0,0.0006645799449688751
13085.309000000001,-0.0031998748291718975,3.8513971742896698,D,4.0,1.0,0.0006646688303807861
13085.409000000001,-0.003199874830066334,3.8512908930027274,D,4.0,1.0,0.0006647577157927205
13085.509000000002,-0.0031998748313978786,3.8511847257096314,D,4.0,1.0,0.0006648466012046859
13085.609000000002,-0.00319987483315423,3.851078672410382,D,4.0,1.0,0.0006649354866166942
13085.709000000003,-0.003199874835379484,3.8509727331049786,D,4.0,1.0,0.0006650243720287577
13085.809000000001,-0.0031998748381059186,3.8508669077934217,D,4.0,1.0,0.0006651132574408871
13085.909000000001,-0.003199874836693559,3.8507611724152464,D,4.0,1.0,0.0006652021428530377
13086.009000000002,-0.0031998748342367133,3.850655542949138,D,4.0,1.0,0.0006652910282651345
13086.109000000002,-0.0031998748316835225,3.8505500237864374,D,4.0,1.0,0.0006653799136771617
13086.209000000003,-0.003199874829021138,3.8504446149271443,D,4.0,1.0,0.0006654687990891151
13086.309000000001,-0.003199874826306722,3.8503393163712594,D,4.0,1.0,0.0006655576845009938
13086.409000000001,-0.003199874823565987,3.8502341281187817,D,4.0,1.0,0.0006656465699127982
13086.509000000002,-0.0031998748208575322,3.850129050169712,D,4.0,1.0,0.0006657354553245269
13086.609000000002,-0.0031998748182106448,3.8500240825240497,D,4.0,1.0,0.0006658243407361812
13086.709000000003,-0.0031998748156574436,3.8499192251817953,D,4.0,1.0,0.0006659132261477618
13086.809000000001,-0.003199874813205159,3.8498144781429486,D,4.0,1.0,0.000666002111559273
13086.909000000001,-0.0031998748108945842,3.8497098414075097,D,4.0,1.0,0.0006660909969707193
13087.009000000002,-0.003199874808803727,3.849605314975478,D,4.0,1.0,0.0006661798823821046
13087.109000000002,-0.003199874806871471,3.849500898846855,D,4.0,1.0,0.000666268767793434
13087.209000000003,-0.003199874805249904,3.849396593021639,D,4.0,1.0,0.0006663576532047127
13087.309000000001,-0.0031998748039152466,3.849292397499831,D,4.0,1.0,0.0006664465386159502
13087.409000000001,-0.0031998748028762144,3.8491883122814303,D,4.0,1.0,0.0006665354240271563
13087.509000000002,-0.003199874802208094,3.8490843373664374,D,4.0,1.0,0.0006666243094383386
13087.609000000002,-0.003199874801936847,3.8489804727548522,D,4.0,1.0,0.0006667131948495078
13087.709000000003,-0.0031998748020430922,3.848876718446675,D,4.0,1.0,0.0006668020802606734
13087.809000000001,-0.003199874802669427,3.8487730744419055,D,4.0,1.0,0.0006668909656718492
13087.909000000001,-0.003199874803739144,3.8486695407405436,D,4.0,1.0,0.0006669798510830499
13088.009000000002,-0.003199874805352226,3.848566117342589,D,4.0,1.0,0.0006670687364942879
13088.109000000002,-0.0031998748074969956,3.8484628042480424,D,4.0,1.0,0.0006671576219055767
13088.209000000003,-0.003199874810260378,3.8483596014569037,D,4.0,1.0,0.000667246507316935
13088.309000000001,-0.003199874813651324,3.8482565089691723,D,4.0,1.0,0.0006673353927283774
13088.409000000001,-0.0031998748176880754,3.8481535267848486,D,4.0,1.0,0.0006674242781399244
13088.509000000002,-0.003199874822445624,3.848050654903933,D,4.0,1.0,0.0006675131635515935
13088.609000000002,-0.0031998748278690837,3.8479478933264253,D,4.0,1.0,0.0006676020489634026
13088.709000000003,-0.003199874834131097,3.847845242052325,D,4.0,1.0,0.0006676909343753753
13088.809000000001,-0.003199874837185208,3.8477426872437857,D,4.0,1.0,0.0006677798197874761
13088.909000000001,-0.0031998748330809637,3.847640214730682,D,4.0,1.0,0.0006678687051995637
13089.009000000002,-0.003199874829112248,3.847537849837048,D,4.0,1.0,0.0006679575906115392
13089.109000000002,-0.003199874825224427,3.8474355925628827,D,4.0,1.0,0.0006680464760234041
13089.209000000003,-0.0031998748215331407,3.847333442908188,D,4.0,1.0,0.0006681353614351653
13089.309000000001,-0.0031998748180270477,3.847231400872962,D,4.0,1.0,0.000668224246846825
13089.409000000001,-0.00319987481474834,3.847129466457205,D,4.0,1.0,0.000668313132258392
13089.509000000002,-0.0031998748117501204,3.847027639660918,D,4.0,1.0,0.0006684020176698702
13089.609000000002,-0.003199874809029369,3.8469259204841,D,4.0,1.0,0.0006684909030812706
13089.709000000003,-0.003199874806663638,3.846824308926752,D,4.0,1.0,0.0006685797884926002
13089.809000000001,-0.0031998748046821127,3.846722804988873,D,4.0,1.0,0.000668668673903868
13089.909000000001,-0.0031998748030421095,3.8466214086704635,D,4.0,1.0,0.0006687575593150869
13090.009000000002,-0.003199874801886308,3.8465201199715233,D,4.0,1.0,0.0006688464447262656
13090.109000000002,-0.003199874801197195,3.8464189388920524,D,4.0,1.0,0.0006689353301374202
13090.209000000003,-0.003199874801009043,3.8463178654320513,D,4.0,1.0,0.0006690242155485626
13090.309000000001,-0.003199874801307844,3.846216899591519,D,4.0,1.0,0.000669113100959705
13090.409000000001,-0.003199874802248812,3.846116041370457,D,4.0,1.0,0.0006692019863708662
13090.509000000002,-0.0031998748037398066,3.846015290768864,D,4.0,1.0,0.0006692908717820596
13090.609000000002,-0.0031998748058962544,3.8459146477867403,D,4.0,1.0,0.0006693797571933051
13090.709000000003,-0.0031998748087295574,3.8458141124240863,D,4.0,1.0,0.00066946864260462
13090.809000000001,-0.0031998748122480133,3.8457136846809012,D,4.0,1.0,0.0006695575280160216
13090.909000000001,-0.0031998748165172944,3.845613364557186,D,4.0,1.0,0.0006696464134275329
13091.009000000002,-0.00319987482158366,3.84551315205294,D,4.0,1.0,0.0006697352988391723
13091.109000000002,-0.0031998748274047898,3.8454130471681633,D,4.0,1.0,0.0006698241842509644
13091.209000000003,-0.0031998748340964895,3.845313049902856,D,4.0,1.0,0.0006699130696629302
13091.309000000001,-0.0031998748416826516,3.8452131602570185,D,4.0,1.0,0.0006700019550750929
13091.409000000001,-0.003199874839019265,3.84511331914336,D,4.0,1.0,0.0006700908404873241
13091.509000000002,-0.0031998748363940913,3.845013580834439,D,4.0,1.0,0.0006701797258994832
13091.609000000002,-0.003199874833915885,3.8449139456353585,D,4.0,1.0,0.0006702686113115715
13091.709000000003,-0.0031998748315801924,3.844814413546119,D,4.0,1.0,0.0006703574967235928
13091.809000000001,-0.0031998748294645735,3.844714984566721,D,4.0,1.0,0.000670446382135551
13091.909000000001,-0.0031998748275411932,3.8446156586971627,D,4.0,1.0,0.0006705352675474529
13092.009000000002,-0.0031998748259158554,3.8445164359374466,D,4.0,1.0,0.0006706241529593071
13092.109000000002,-0.0031998748245743395,3.8444173162875717,D,4.0,1.0,0.0006707130383711201
13092.209000000003,-0.0031998748235862445,3.8443182997475374,D,4.0,1.0,0.0006708019237829006
13092.309000000001,-0.003199874822934613,3.844219386317344,D,4.0,1.0,0.000670890809194657
13092.409000000001,-0.003199874822679775,3.844120575996992,D,4.0,1.0,0.0006709796946064008
13092.509000000002,-0.0031998748228538624,3.8440218687864816,D,4.0,1.0,0.0006710685800181449
13092.609000000002,-0.0031998748235390843,3.8439232646858117,D,4.0,1.0,0.0006711574654299009
13092.709000000003,-0.003199874824687702,3.8438247636949825,D,4.0,1.0,0.0006712463508416824
13092.809000000001,-0.0031998748263798085,3.843726365813995,D,4.0,1.0,0.000671335236253502
13092.909000000001,-0.003199874828644746,3.8436280710428483,D,4.0,1.0,0.0006714241216653766
13093.009000000002,-0.003199874831488527,3.843529879381543,D,4.0,1.0,0.0006715130070773234
13093.109000000002,-0.0031998748349932535,3.8434317908300786,D,4.0,1.0,0.0006716018924893584
13093.209000000003,-0.0031998748391877134,3.843333805388455,D,4.0,1.0,0.0006716907779015004
13093.309000000001,-0.00319987484406552,3.843235923056673,D,4.0,1.0,0.0006717796633137656
13093.409000000001,-0.0031998748496491506,3.8431381438347314,D,4.0,1.0,0.0006718685487261789
13093.509000000002,-0.003199874856033117,3.8430404677226315,D,4.0,1.0,0.0006719574341387584
13093.609000000002,-0.003199874863269473,3.842942894720372,D,4.0,1.0,0.0006720463195515271
13093.709000000003,-0.003199874871283845,3.842845424827954,D,4.0,1.0,0.0006721352049645076
13093.809000000001,-0.0031998748801951265,3.8427480580453772,D,4.0,1.0,0.0006722240903777204
13093.909000000001,-0.003199874881862434,3.842650764496138,D,4.0,1.0,0.0006723129757910829
13094.009000000002,-0.003199874879096255,3.842553554586386,D,4.0,1.0,0.0006724018612044301
13094.109000000002,-0.0031998748764028454,3.8424564442155815,D,4.0,1.0,0.0006724907466177016
13094.209000000003,-0.003199874873716211,3.842359433383726,D,4.0,1.0,0.0006725796320308983
13094.309000000001,-0.0031998748710902955,3.8422625220908175,D,4.0,1.0,0.0006726685174440184
13094.409000000001,-0.003199874868622382,3.842165710336858,D,4.0,1.0,0.0006727574028570705
13094.509000000002,-0.003199874866228418,3.842068998121846,D,4.0,1.0,0.0006728462882700551
13094.609000000002,-0.0031998748640587314,3.8419723854457812,D,4.0,1.0,0.0006729351736829764
13094.709000000003,-0.003199874862051548,3.8418758723086657,D,4.0,1.0,0.0006730240590958396
13094.809000000001,-0.0031998748603053314,3.8417794587104974,D,4.0,1.0,0.0006731129445086478
13094.909000000001,-0.003199874858793425,3.841683144651277,D,4.0,1.0,0.0006732018299214137
13095.009000000002,-0.0031998748576532524,3.841586930131005,D,4.0,1.0,0.0006732907153341427
13095.109000000002,-0.00319987485679552,3.8414908151496805,D,4.0,1.0,0.000673379600746844
13095.209000000003,-0.003199874856337706,3.8413947997073046,D,4.0,1.0,0.000673468486159527
13095.309000000001,-0.003199874856299885,3.8412988838038764,D,4.0,1.0,0.0006735573715722003
13095.409000000001,-0.003199874856681343,3.841203067439396,D,4.0,1.0,0.0006736462569848812
13095.509000000002,-0.003199874857563493,3.8411073506138638,D,4.0,1.0,0.0006737351423975796
13095.609000000002,-0.0031998748589431095,3.8410117333272793,D,4.0,1.0,0.0006738240278103095
13095.709000000003,-0.003199874860861046,3.8409162155796435,D,4.0,1.0,0.0006739129132230851
13095.809000000001,-0.003199874863362676,3.840820797370955,D,4.0,1.0,0.0006740017986359193
13095.909000000001,-0.003199874866476383,3.840725478701214,D,4.0,1.0,0.0006740906840488343
13096.009000000002,-0.0031998748702465143,3.840630259570422,D,4.0,1.0,0.0006741795694618449
13096.109000000002,-0.0031998748747272265,3.840535139978577,D,4.0,1.0,0.00067426845487497
13096.209000000003,-0.0031998748798793084,3.840440119925681,D,4.0,1.0,0.0006743573402882276
13096.309000000001,-0.0031998748857993723,3.8403451994117326,D,4.0,1.0,0.000674446225701639
13096.409000000001,-0.003199874889377957,3.8402503645544512,D,4.0,1.0,0.0006745351111151838
13096.509000000002,-0.0031998748856861365,3.8401555933132943,D,4.0,1.0,0.0006746239965287269
13096.609000000002,-0.003199874882074333,3.8400609179131227,D,4.0,1.0,0.0006747128819421685
13096.709000000003,-0.003199874878471804,3.839966338353936,D,4.0,1.0,0.0006748017673555086
13096.809000000001,-0.0031998748749811658,3.839871854635734,D,4.0,1.0,0.0006748906527687502
13096.909000000001,-0.003199874871592805,3.8397774667585174,D,4.0,1.0,0.0006749795381818976
13097.009000000002,-0.003199874868395751,3.8396831747222855,D,4.0,1.0,0.0006750684235949536
13097.109000000002,-0.003199874865382795,3.8395889785270376,D,4.0,1.0,0.0006751573090079233
13097.209000000003,-0.0031998748625419147,3.839494878172775,D,4.0,1.0,0.0006752461944208103
13097.309000000001,-0.003199874860013449,3.8394008736594976,D,4.0,1.0,0.0006753350798336227
13097.409000000001,-0.0031998748577872806,3.839306964987205,D,4.0,1.0,0.0006754239652463704
13097.509000000002,-0.003199874855854487,3.8392131521558968,D,4.0,1.0,0.0006755128506590605
13097.609000000002,-0.0031998748543052707,3.839119435165574,D,4.0,1.0,0.0006756017360717022
13097.709000000003,-0.0031998748531380794,3.839025814016235,D,4.0,1.0,0.0006756906214843048
