Seconds,Amps,Volts,State,Step,Cycle,Ah
310.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
320.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
330.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
340.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
350.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
360.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
370.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
380.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
390.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
400.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
410.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
420.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
430.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
440.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
450.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
460.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
470.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
480.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
490.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
500.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
510.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
520.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
530.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
540.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
550.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
560.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
570.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
580.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
590.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
600.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
610.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
620.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
630.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
640.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
650.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
660.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
670.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
680.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
690.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
700.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
710.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
720.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
730.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
740.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
750.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
760.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
770.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
780.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
790.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
800.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
810.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
820.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
830.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
840.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
850.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
860.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
870.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
880.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
890.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
900.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
910.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
920.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
930.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
940.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
950.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
960.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
970.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
980.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
990.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1000.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1010.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1020.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1030.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1040.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1050.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1060.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1070.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1080.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1090.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1100.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1110.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1120.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1130.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1140.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1150.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1160.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1170.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1180.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1190.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1200.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1210.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1220.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1230.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1240.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1250.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1260.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1270.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1280.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1290.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1300.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1310.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1320.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1330.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1340.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1350.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1360.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1370.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1380.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1390.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1400.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1410.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1420.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1430.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1440.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1450.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1460.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1470.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1480.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1490.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1500.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1510.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1520.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1530.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1540.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1550.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1560.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1570.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1580.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1590.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1600.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1610.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1620.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1630.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1640.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1650.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1660.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1670.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1680.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1690.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1700.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1710.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1720.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1730.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1740.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1750.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1760.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1770.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1780.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1790.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1800.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1810.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1820.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1830.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1840.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1850.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1860.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1870.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1880.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1890.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1900.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1910.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1920.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1930.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1940.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1950.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1960.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1970.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1980.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
1990.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2000.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2010.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2020.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2030.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2040.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2050.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2060.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2070.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2080.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2090.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2100.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2110.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2120.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2130.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2140.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2150.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2160.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2170.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2180.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2190.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2200.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2210.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2220.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2230.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2240.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2250.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2260.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2270.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2280.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2290.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2300.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2310.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2320.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2330.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2340.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2350.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2360.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2370.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2380.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2390.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2400.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2410.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2420.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2430.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2440.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2450.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2460.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2470.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2480.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2490.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2500.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2510.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2520.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2530.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2540.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2550.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2560.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2570.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2580.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2590.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2600.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2610.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2620.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2630.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2640.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2650.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2660.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2670.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2680.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2690.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2700.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2710.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2720.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2730.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2740.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2750.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2760.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2770.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2780.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2790.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2800.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2810.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2820.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2830.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2840.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2850.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2860.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2870.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2880.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2890.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2900.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2910.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2920.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2930.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2940.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2950.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2960.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2970.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2980.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
2990.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3000.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3010.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3020.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3030.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3040.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3050.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3060.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3070.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3080.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3090.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3100.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3110.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3120.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3130.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3140.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3150.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3160.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3170.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3180.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3190.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3200.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3210.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3220.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3230.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3240.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3250.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3260.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3270.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3280.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3290.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3300.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3310.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3320.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3330.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3340.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3350.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3360.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3370.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3380.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3390.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3400.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3410.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3420.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3430.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3440.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3450.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3460.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3470.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3480.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3490.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3500.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3510.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3520.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3530.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3540.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3550.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3560.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3570.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3580.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3590.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3600.0,-0.0,4.176192627369531,R,1.0,1.0,0.0
3600.001,-0.0010666252888841684,4.158788936217961,D,2.0,1.0,1.4814240129409238e-10
3610.001,-0.0010666249305194462,4.153571647873938,D,2.0,1.0,2.962995669350749e-06
3620.001,-0.0010666249480756548,4.148997642840655,D,2.0,1.0,5.925842722955045e-06
3630.001,-0.0010666249579640709,4.144946829999613,D,2.0,1.0,8.888689814676875e-06
3640.001,-0.0010666249599724162,4.141314436900017,D,2.0,1.0,1.1851536922921985e-05
3650.001,-0.0010666249523562394,4.138020007143719,D,2.0,1.0,1.4814384023378441e-05
3660.001,-0.0010666249438053383,4.13499919103226,D,2.0,1.0,1.7777231101380623e-05
3670.001,-0.0010666249466239545,4.132200884548975,D,2.0,1.0,2.0740078171421296e-05
3680.001,-0.0010666249460441655,4.129584066595693,D,2.0,1.0,2.370292524457145e-05
3690.001,-0.0010666249463403689,4.127116019442452,D,2.0,1.0,2.666577231732774e-05
3700.001,-0.0010666249460900216,4.124770496763868,D,2.0,1.0,2.9628619390147714e-05
3710.001,-0.0010666249461258259,4.122526494511362,D,2.0,1.0,3.259146646266971e-05
3720.001,-0.001066624946063738,4.1203672089384735,D,2.0,1.0,3.555431353515521e-05
3730.001,-0.001066624946245399,4.118279228559242,D,2.0,1.0,3.8517160607806775e-05
3740.001,-0.0010666249461434953,4.116251798923107,D,2.0,1.0,4.1480007680569115e-05
3750.001,-0.0010666249460545554,4.114276254664297,D,2.0,1.0,4.44428547530664e-05
3760.001,-0.0010666249461340326,4.1123457805170105,D,2.0,1.0,4.740570182555054e-05
3770.001,-0.001066624946465091,4.110454756196926,D,2.0,1.0,5.0368548898605106e-05
3780.001,-0.0010666249462426005,4.1085982267304555,D,2.0,1.0,5.333139597181022e-05
3790.001,-0.0010666249461191667,4.106772825855691,D,2.0,1.0,5.629424304453488e-05
3800.001,-0.00106662494585684,4.104975563876756,D,2.0,1.0,5.925709011672377e-05
3810.001,-0.0010666249458767885,4.103203948229961,D,2.0,1.0,6.221993718857602e-05
3820.001,-0.0010666249464821758,4.101456042637883,D,2.0,1.0,6.518278426129679e-05
3830.001,-0.0010666249463358436,4.0997303584765685,D,2.0,1.0,6.814563133465513e-05
3840.001,-0.0010666249461560042,4.098025547937299,D,2.0,1.0,7.110847840756047e-05
3850.001,-0.0010666249450777495,4.096340425549567,D,2.0,1.0,7.407132547871846e-05
3860.001,-0.0010666249429958623,4.094674009827184,D,2.0,1.0,7.703417254548735e-05
3870.001,-0.0010666249461531916,4.093025492053301,D,2.0,1.0,7.999701961374991e-05
3880.001,-0.001066624947584656,4.091394208776108,D,2.0,1.0,8.29598666883858e-05
3890.001,-0.0010666249535632214,4.08977968616476,D,2.0,1.0,8.59227137733134e-05
3900.001,-0.0010666249642355366,4.088181435645252,D,2.0,1.0,8.888556088136722e-05
3910.001,-0.0010666249663737854,4.0865988243853275,D,2.0,1.0,9.184840800721348e-05
3920.001,-0.0010666249706274555,4.085031591830395,D,2.0,1.0,9.481125514193741e-05
3930.001,-0.001066624965131855,4.08347927167221,D,2.0,1.0,9.777410227493645e-05
3940.001,-0.0010666249604171045,4.081941602074673,D,2.0,1.0,0.00010073694939375444
3950.001,-0.0010666249560534484,4.080418225303484,D,2.0,1.0,0.00010369979649996353
3960.001,-0.0010666249532000041,4.078908782346253,D,2.0,1.0,0.00010666264359614887
3970.001,-0.0010666249631562008,4.0774130108589235,D,2.0,1.0,0.00010962549070219915
3980.001,-0.0010666249652963092,4.0759306117559655,D,2.0,1.0,0.00011258833782504985
3990.001,-0.0010666249722192764,4.074461330610097,D,2.0,1.0,0.00011555118496048815
4000.001,-0.0010666249736674214,4.073004888074272,D,2.0,1.0,0.00011851403210755323
4010.001,-0.0010666249677662998,4.071561027934775,D,2.0,1.0,0.00012147687924843338
4020.001,-0.001066624960269786,4.0701295120435566,D,2.0,1.0,0.00012443972637070572
4030.001,-0.0010666249597153098,4.068710109377889,D,2.0,1.0,0.00012740257348179613
4040.001,-0.0010666249807052108,4.067302600158144,D,2.0,1.0,0.00013036542062126906
4050.001,-0.0010666243959893212,4.065906834314674,D,2.0,1.0,0.00013332826697778924
4060.001,-0.001066624014973386,4.064522536160025,D,2.0,1.0,0.0001362911119930152
4070.001,-0.0010666242640385148,4.063149478083983,D,2.0,1.0,0.00013925395682497617
4080.001,-0.0010666256744692212,4.061787433686918,D,2.0,1.0,0.00014221680396179245
4090.001,-0.001066625468478747,4.060436239931553,D,2.0,1.0,0.0001451796527714424
4100.001,-0.0010666229748433008,4.059095697067326,D,2.0,1.0,0.0001481424978316119
4110.001,-0.0010666198560671074,4.0577655644199675,D,2.0,1.0,0.00015110533509676523
4120.001,-0.0010666164573619214,4.056445627923244,D,2.0,1.0,0.0001540681633098611
4130.001,-0.0010666986182993016,4.05513368662788,D,2.0,1.0,0.00015703110091494613
4140.001,-0.0010667948807394495,4.053824762879906,D,2.0,1.0,0.0001599942863302777
