Seconds,Amps,Volts,Ah
0.0,-0.001890033905069911,4.099306191529359,0.0
10.0,-0.0018900713569304838,4.098252911906912,5.250146197222771e-06
20.0,-0.0018900198162991799,4.097687784150686,1.0500272826708414e-05
30.0,-0.0018907420622251566,4.0972232743209736,1.5751330991325547e-05
40.0,-0.0018904807991725653,4.096811365819135,2.1003029409933495e-05
50.0,-0.0018900458217047153,4.0964326333770575,2.6253760827818604e-05
60.0,-0.0018881342927186946,4.096074103891183,3.150123320896223e-05
70.0,-0.0018867157952918863,4.095730197946685,3.674408055342137e-05
80.0,-0.001887472194715429,4.095398839907612,4.198600831732042e-05
90.0,-0.0018889939984864685,4.095078257827881,4.7231100252323054e-05
100.0,-0.001890501439374943,4.094766523569011,5.2480399471575006e-05
110.0,-0.001889991649898453,4.0944613314250455,5.7731084317788056e-05
120.0,-0.0018898292833783683,4.094161627958997,6.298083561400587e-05
130.0,-0.0018897194289653851,4.093866902100264,6.82302088255944e-05
140.0,-0.0018900032630237654,4.093576487348606,7.347982367557934e-05
150.0,-0.00188998884378966,4.093289628588135,7.87298127128202e-05
160.0,-0.0018899861758025992,4.0930057407819325,8.397977801780946e-05
170.0,-0.0018897475041304945,4.092724853914785,8.922940812882763e-05
180.0,-0.001889449138293569,4.092446430114391,9.447829235441662e-05
190.0,-0.0018893569200619826,4.092170327247531,9.972663410213266e-05
200.0,-0.0018896913886790607,4.091896180164554,0.00010497531230871744
210.0,-0.001891284663089651,4.091623598529171,0.00011022666793617399
220.0,-0.0018925231565809502,4.0913527260157725,0.00011548195657460538
230.0,-0.0018924528627527347,4.091083562624358,0.00012073886771256883
240.0,-0.0018901225056422559,4.090816108354926,0.00012599244461311744
250.0,-0.001893827478553016,4.090548743914428,0.00013124793070227753
260.0,-0.0018969243647196346,4.090282384963577,0.00013651286381793397
270.0,-0.0018968748873818778,4.0900170744619615,0.00014178202944585273
280.0,-0.0018912947752815308,4.089752812409581,0.00014704337619955192
290.0,-0.001895585877666323,4.0894869509201195,0.00015230293266197951
300.0,-0.001899882604656618,4.089220604985726,0.0001575744166652058
310.0,-0.0018997240557033618,4.088954085050132,0.000162851648137928
320.0,-0.0018927363240924828,4.08868739111334,0.0001681189542209778
330.0,-0.0018949378302577423,4.08841806203464,0.0001733796127686864
340.0,-0.00189950844633288,4.088146692382433,0.00017864967704172896
350.0,-0.0018998549178014682,4.087873846769635,0.00018392657060302666
360.0,-0.0018936045055301827,4.0875995251962465,0.00018919526424654285
370.0,-0.0018982809938312363,4.087321795713314,0.0001944617718845448
380.0,-0.0019112652286338424,4.087040681734941,0.0001997528083046352
390.0,-0.0019227791946254855,4.086756902055023,0.0002050778700036065
400.0,-0.001930448590712157,4.086470456673558,0.00021042957526101988
410.0,-0.0019318997372602066,4.086181345590547,0.00021579394793875927
420.0,-0.001924759591192199,4.0858895688059915,0.0002211504192282765
430.0,-0.0019066557616768212,4.085595126319889,0.00022647182944059458
440.0,-0.0018948726557228093,4.085296375773933,0.00023175173002031626
450.0,-0.0019039494655666749,4.084991903763786,0.00023702787185544055
460.0,-0.0019073058947097648,4.084683732809646,0.0002423212820780467
470.0,-0.0019038973887133763,4.084371862911515,0.00024761461997169
480.0,-0.0018967511523527633,4.0840562940693905,0.0002528932985009485
490.0,-0.0018896716306638067,4.083737026283275,0.00025815221903291593
500.0,-0.0018864621855533845,4.083414059553168,0.00026339684933321763
510.0,-0.0018946344581988153,4.083087393760175,0.0002686483724495401
520.0,-0.0019176142626023069,4.08275915129959,0.0002739431623395416
530.0,-0.0019244393272325488,4.082430908839005,0.00027927934788097897
540.0,-0.0019189168112904737,4.08210266637842,0.0002846173425178165
550.0,-0.001904852648284196,4.081774423917835,0.00028992813343389247
560.0,-0.0018860515202665474,4.081446181457251,0.00029519327811243517
570.0,-0.0018663168334681008,4.081117938996665,0.0003004049008259555
580.0,-0.0018494506953931024,4.080789696536081,0.000305565689060485
590.0,-0.0018154598007899896,4.080467061851568,0.00031065584252740593
600.0,-0.001788753704262301,4.080145178772327,0.00031566169461775634
610.0,-0.001776320265859698,4.079823295693085,0.0003206131862429258
620.0,-0.0017819565576484401,4.079501412613844,0.00032555523738668707
630.0,-0.0018094582555149286,4.079179529534603,0.00033054331351608065
640.0,-0.001862619624929632,4.078857646455361,0.00033564342168336477
650.0,-0.0018381045206865506,4.078549068728227,0.0003407833163300539
660.0,-0.001771926372917984,4.078249797822979,0.00034579724812672686
670.0,-0.0017428171684480893,4.077950526917729,0.00035067883637862423
680.0,-0.0017537119592467684,4.077651256012481,0.000355535126833756
690.0,-0.0018031210322468371,4.0773519851072315,0.0003604751726552749
700.0,-0.0018881268998049564,4.077052714201983,0.0003656019058942357
710.0,-0.0018251993834058596,4.076774960298717,0.0003707593035098063
720.0,-0.0017772920764909724,4.076498967150545,0.0003757627638707741
730.0,-0.0017562709092839468,4.076222974002373,0.0003806704902399059
740.0,-0.0017592216910748317,4.075946980854202,0.0003855531188515153
750.0,-0.0017832312740780813,4.07567098770603,0.0003904731924142277
760.0,-0.0018079534936289205,4.075397082938952,0.00039546094903604293
770.0,-0.0017983777731613016,4.075129112695311,0.00040046974246214046
780.0,-0.0018011412580290203,4.074861142451671,0.00040546907444990484
790.0,-0.001813335001659612,4.07459317220803,0.000410489180366139
800.0,-0.0018320511670316113,4.07432520196439,0.0004155522167115435
810.0,-0.00185438304076562,4.074057231720749,0.000420672264222373
820.0,-0.0019003189860637274,4.073786690906074,0.00042588712814852484
830.0,-0.0019595571972080826,4.073514409402144,0.00043124806729195794
840.0,-0.0020136896621946745,4.073242127898213,0.0004367664657077951
850.0,-0.002059813975787001,4.072969846394283,0.00044242410964943625
860.0,-0.0020950289324580544,4.072697564890353,0.00044819472479977663
870.0,-0.0021164345450207346,4.072425283386424,0.0004540439796296083
880.0,-0.0021211320643275407,4.072153001882493,0.0004599294888092586
890.0,-0.002106503074319103,4.071880720378563,0.0004658012042796012
900.0,-0.002072433489809216,4.071608438874633,0.0004716052828408905
910.0,-0.0020201303262942206,4.071336157370703,0.0004772893992521453
920.0,-0.001950812078445253,4.0710638758667725,0.00048280459703650566
930.0,-0.0019051308265850798,4.070786950557151,0.00048816007329349233
940.0,-0.001952484577181576,4.070497350001237,0.0004935178724653905
950.0,-0.0019864434320127234,4.070207749445324,0.0004989886058114936
960.0,-0.002008223874152258,4.0699181488894105,0.0005045367548478339
