Ah,SOC,Volts
0.0,0.0,3.153
0.000115346563973,1.866520836097277e-06,3.154
0.0003608183910107,5.838709205297274e-06,3.155
0.0007256869236805,1.1742957196800831e-05,3.156
0.0011992236045495,1.9405656899803933e-05,3.157
0.001770699876185,2.86532004035058e-05,3.1579999999999995
0.0024293871811543,3.931197979710566e-05,3.159
0.0031645569620246,5.1208387169801104e-05,3.16
0.0040327622178941,6.52575546895975e-05,3.160999999999999
0.0050979355709717,8.249403048128496e-05,3.161999999999999
0.00636041789849,0.00010292333056922762,3.162999999999999
0.0078205500776817,0.00012655097097779132,3.163999999999999
0.0094786729857796,0.00015338246773134343,3.1649999999999987
0.0113123092944899,0.00018305409606726342,3.1659999999999986
0.0133750374716224,0.00021643285473339926,3.1669999999999985
0.0157812820885655,0.00025537034501982444,3.1679999999999984
0.0186454677167079,0.00030171816821661726,3.1689999999999983
0.0220820189274381,0.0003573279256138528,3.169999999999998
0.0258479058593972,0.00041826694436549475,3.170999999999998
0.0296211436108226,0.00047932491297765826,3.171999999999998
0.0333977241925001,0.0005404369747686922,3.172999999999998
0.0371736396152157,0.0006015382730569487,3.1739999999999977
0.0409448818897554,0.0006625639511607795,3.1749999999999976
0.0447093909208549,0.0007234806729269202,3.175999999999997
0.048469467169525,0.0007843256640711735,3.1769999999999974
0.0522276434809643,0.0008451399107154918,3.1779999999999973
0.0559864527003712,0.0009059643989818243,3.178999999999997
0.0597484276729442,0.0009668401149921221,3.179999999999997
0.0645254085135551,0.0010441405040589767,3.180999999999997
0.0705484630990524,0.00114160467198524,3.181999999999997
0.0766489659175776,0.001240322095627897,3.1829999999999967
0.0816326530612073,0.0013209673751557066,3.1849999999999965
0.0816582914572719,0.0013213822518439266,3.1839999999999966
0.0864837763142347,0.0013994675256445513,3.1859999999999964
0.0914032292523917,0.001479073376872329,3.1869999999999963
0.0963921624679437,0.0015598035475508879,3.187999999999996
0.1014517265531556,0.0016416766563920671,3.188999999999996
0.1065830721002928,0.0017247113221077143,3.189999999999996
0.111807455162005,0.0018092515069607466,3.190999999999996
0.1170443392248431,0.0018939939811431687,3.191999999999996
0.1221421860319227,0.0019764865752604356,3.192999999999996
0.1268709137481998,0.00205300613949061,3.1939999999999955
0.131455399061012,0.002127191594734417,3.1949999999999954
0.136199536193174,0.0022039605118263548,3.195999999999996
0.1410523977510821,0.0022824887913046343,3.196999999999995
0.1460126508368051,0.002362754864414406,3.197999999999995
0.1510789625524121,0.0024447371624008265,3.198999999999995
0.1562499999999721,0.0025284141165090508,3.199999999999995
0.1655732583567295,0.0026792816879720304,3.2009999999999947
0.1708727796929048,0.0027650377491376553,3.201999999999994
0.1748722034618352,0.002829755826035366,3.2029999999999945
0.1788506809626563,0.0028941349535572315,3.2039999999999944
0.1840873634945034,0.0029788741665953172,3.2049999999999943
0.1912555967402489,0.0030948694442207614,3.205999999999994
0.1990397835220216,0.0032208319897860786,3.206999999999994
0.2057356608478456,0.003329183674605466,3.207999999999994
0.2102046905610152,0.0034015008446142882,3.208999999999994
0.2149532710279991,0.0034783416630853495,3.2099999999999937
0.2211006654890248,0.0035778178802694117,3.2109999999999936
0.2272549667452678,0.003677405862180048,3.211999999999993
0.2334125609310245,0.0037770471297832744,3.2129999999999934
0.239569834180591,0.0038766832040451,3.2139999999999933
0.2457231726282638,0.003976255605931542,3.214999999999993
0.2518653989947863,0.004075648193783782,3.215999999999993
0.2579966257340274,0.0041748627873134945,3.216999999999993
0.2641241735799711,0.004274017849542432,3.217999999999993
0.2702553632666017,0.004373231843492347,3.2189999999999928
0.2763975155279038,0.004472623232185,3.2199999999999926
0.2887302080098832,0.004672189016287446,3.2209999999999925
0.2941485859352142,0.0047598683969913855,3.2219999999999924
0.2978592395386962,0.004819913638287518,3.2229999999999923
0.301567011421799,0.004879912248015736,3.223999999999992
0.3069767441859918,0.004967451734015922,3.224999999999992
0.3141536270626625,0.005083586978674543,3.225999999999992
0.3215333938147997,0.0052030052598435106,3.226999999999992
0.3283767038413344,0.005313742678561855,3.227999999999992
0.3344178236010561,0.005411499174433886,3.228999999999992
0.3405572755417406,0.0055108468669424196,3.2299999999999915
0.3472546558771063,0.0056192228732372795,3.2309999999999914
0.3541756649793742,0.0057312176067711345,3.231999999999992
0.3611395024687172,0.005843905382855185,3.232999999999991
0.3679653679653084,0.005954360516800633,3.233999999999991
0.374034003091134,0.006052562262209164,3.234999999999991
0.3820950927774175,0.006183005609135554,3.235999999999991
0.3922707208219637,0.006347666099325509,3.2369999999999908
0.4024746297037519,0.006512784225791365,3.2379999999999907
0.4104938271604271,0.006642549678927587,3.2399999999999904
0.4106205619017617,0.00664460048154546,3.2389999999999906
0.4173914680156144,0.006754166270984343,3.2409999999999903
0.4244507143923826,0.006868397939406355,3.2419999999999902
0.4316958870553984,0.00698563823916775,3.24299999999999
0.4391513067693291,0.007106280725242666,3.24399999999999
0.4468412942988416,0.007230718952605235,3.24499999999999
0.4546846694460473,0.0073576392754421925,3.24599999999999
0.4625654677840224,0.007485165174751639,3.2469999999999897
0.4704558337338869,0.007612845895724843,3.2479999999999896
0.4783279117167605,0.007740230683553075,3.248999999999989
0.4861538461537631,0.007866868783427605,3.2499999999999893
0.4936592408989891,0.007988319957979962,3.250999999999989
0.5007625205979204,0.008103264167031438,3.251999999999989
0.507725060858777,0.008215930951558257,3.252999999999989
0.5148082372897789,0.008330549852536642,3.253999999999989
0.522273425499146,0.008451350410942813,3.254999999999989
0.5343980343979284,0.008647549017642578,3.2559999999999887
