Ah,SOC,Volts
0.0,0.0,3.153442254315853
0.12338894184937398,0.002,3.1934359134406716
0.24677788369874795,0.004,3.2150333138282408
0.3701668255481219,0.006,3.234188703602843
0.49355576739749585,0.008,3.2512368023460168
0.61694470924687,0.01,3.2667703992892316
0.7403336510962439,0.012,3.281354123571268
0.8637225929456179,0.014,3.294875679676175
0.9871115347949918,0.016,3.3076747908876576
1.110500476644366,0.018000000000000002,3.320043875019266
1.23388941849374,0.02,3.331378330483017
1.3572783603431138,0.022,3.342887284493056
1.4806673021924877,0.024,3.3527802633808834
1.6040562440418618,0.026000000000000002,3.363189563120183
1.7274451858912356,0.028,3.373117214215249
1.8508341277406097,0.03,3.3825800822300014
1.9742230695899836,0.032,3.3916188618260312
2.0976120114393577,0.034,3.4002742476649246
2.221000953288732,0.036000000000000004,3.408586934408272
2.3443898951381055,0.038,3.416597616717661
2.4677788369874794,0.04,3.424344613863539
2.5911677788368537,0.042,3.4318421305950277
2.714556720686227,0.044,3.4390903289442747
2.8379456625356014,0.046,3.446089196431459
2.9613346043849753,0.048,3.45283872057676
3.0847235462343496,0.05,3.4593460480884675
3.2081124880837235,0.052000000000000005,3.465662722414698
3.3315014299330974,0.054,3.4718572826029432
3.4548903717824717,0.056,3.47798009076356
3.5782793136318456,0.058,3.48393544681752
3.7016682554812195,0.06,3.4895641870079466
3.8250571973305934,0.062,3.4948020958797508
3.9484461391799672,0.064,3.499655448870998
4.0718350810293416,0.066,3.5041321724493306
4.195224022878715,0.068,3.5082401930823934
4.318612964728089,0.07,3.5119874372378304
4.442001906577464,0.07200000000000001,3.5153818313832854
4.565390848426837,0.074,3.518431301986403
4.688779790276211,0.076,3.5211446127314394
4.812168732125585,0.078,3.523545095464433
4.93555767397496,0.08,3.525668441684233
5.0589466158243335,0.082,3.527550734658778
5.182335557673707,0.084,3.5292280576560033
5.305724499523081,0.08600000000000001,3.5307364939438486
5.429113441372455,0.088,3.5321121267902518
5.552502383221829,0.09,3.5333910394631496
5.675891325071203,0.092,3.534609315230481
5.799280266920577,0.094,3.535802467157526
5.9226692087699515,0.096,3.536990022988155
6.046058150619325,0.098,3.5381737462343663
6.169447092468699,0.1,3.5393544731812057
6.292836034318073,0.10200000000000001,3.5405330401137207
6.416224976167447,0.10400000000000001,3.541710283316958
6.53961391801682,0.106,3.542887039075962
6.663002859866195,0.108,3.544064143675782
6.786391801715569,0.11,3.545242433401464
6.9097807435649425,0.112,3.546422744538055
7.033169685414317,0.114,3.547605913370601
7.156558627263691,0.116,3.548792776184148
7.279947569113065,0.11800000000000001,3.5499841691637783
7.403336510962438,0.12,3.551180795929643
7.526725452811812,0.122,3.552382966231655
7.650114394661186,0.124,3.553590917004651
7.77350333651056,0.126,3.5548048851834753
7.8968922783599345,0.128,3.556025107702969
8.02028122020931,0.13,3.557251821497974
8.143670162058683,0.132,3.558485263503332
8.267059103908057,0.134,3.559725670653885
8.39044804575743,0.136,3.5609732798844744
8.513836987606805,0.138,3.562228328129941
8.63722592945618,0.14,3.563491052325129
8.760614871305554,0.14200000000000002,3.5647616894048775
8.884003813154928,0.14400000000000002,3.5660404763040283
9.0073927550043,0.146,3.567327649957424
9.130781696853674,0.148,3.568623447299908
9.254170638703048,0.15,3.5699281052663183
9.377559580552422,0.152,3.5712418607914986
9.500948522401796,0.154,3.5725649508102912
9.62433746425117,0.156,3.5738976122575363
9.747726406100544,0.158,3.5752400820680768
9.87111534794992,0.16,3.576592597176755
9.994504289799293,0.162,3.5779553945184106
10.117893231648667,0.164,3.5793287110278857
10.24128217349804,0.166,3.580712783640023
10.364671115347415,0.168,3.582107849289664
10.488060057196789,0.17,3.58351414491165
10.611448999046162,0.17200000000000001,3.584931716118967
10.734837940895536,0.17400000000000002,3.586359060527948
10.858226882744908,0.176,3.5877939257954203
10.981615824594284,0.178,3.5892340546562846
11.105004766443658,0.18,3.590677189845441
11.228393708293032,0.182,3.5921210740977876
11.351782650142406,0.184,3.5935634501482263
11.47517159199178,0.186,3.5950020607316566
11.598560533841153,0.188,3.596434648582978
11.721949475690527,0.19,3.59785895643709
11.845338417539901,0.192,3.599272727028893
11.968727359389275,0.194,3.600673703093289
12.092116301238649,0.196,3.6020596273651737
12.215505243088025,0.198,3.6034282428303794
12.338894184937399,0.2,3.604778087521352
12.462283126786772,0.202,3.606110256931924
12.585672068636146,0.20400000000000001,3.6074263597850527
12.70906101048552,0.20600000000000002,3.6087280048036967
12.832449952334894,0.20800000000000002,3.6100168007108184
12.955838894184268,0.21,3.611294356229375
13.07922783603364,0.212,3.612562280082325
13.202616777883016,0.214,3.6138221809926296
13.32600571973239,0.216,3.6150756676832474
13.449394661581763,0.218,3.6163243488771375
13.572783603431139,0.22,3.617569816727811
13.696172545280513,0.222,3.6188128614051163
13.819561487129887,0.224,3.62005312946981
13.94295042897926,0.226,3.621290179879562
14.066339370828635,0.228,3.622523571592048
14.189728312678008,0.23,3.6237528635649405
14.313117254527382,0.232,3.624977614755914
14.436506196376756,0.234,3.6261973841226407
14.55989513822613,0.23600000000000002,3.6274117306227938
14.683284080075504,0.23800000000000002,3.6286202132140475
14.806673021924876,0.24,3.6298223908540743
14.93006196377425,0.242,3.631017822500547
15.053450905623626,0.244,3.6322060671111407
15.176839847473,0.246,3.6333866836435282
15.300228789322373,0.248,3.6345592310553814
15.423617731171749,0.25,3.635723268304376
15.547006673021123,0.252,3.636878354348182
15.670395614870497,0.254,3.638024048144476
15.79378455671987,0.256,3.6391599086509294
15.917173498569245,0.258,3.6402854948252164
16.04056244041862,0.26,3.6414003656250107
16.163951382267992,0.262,3.642504080007985
16.287340324117366,0.264,3.6435961969318105
16.41072926596674,0.266,3.6446762753541653
16.534118207816114,0.268,3.6457438742327186
16.657507149665488,0.27,3.6467985525251456
16.78089609151486,0.272,3.647839869189119
16.904285033364236,0.274,3.6488673831823135
17.02767397521361,0.276,3.6498807055070115
17.151062917062983,0.278,3.6508798796120674
17.274451858912357,0.28,3.651865163196268
17.39784080076173,0.28200000000000003,3.6528368154927557
17.521229742611105,0.28400000000000003,3.6537950957346705
17.64461868446048,0.28600000000000003,3.654740263155154
17.768007626309856,0.28800000000000003,3.6556725769873446
17.891396568159227,0.29,3.6565922964643867
18.0147855100086,0.292,3.657499680819418
18.138174451857974,0.294,3.6583949892855796
18.26156339370735,0.296,3.6592784810960137
18.384952335556722,0.298,3.6601504154838596
18.508341277406096,0.3,3.661011051682258
18.63173021925547,0.302,3.6618606489243515
18.755119161104844,0.304,3.662699466443278
18.878508102954218,0.306,3.6635277634721812
19.00189704480359,0.308,3.6643457992442006
19.125285986652965,0.31,3.665153832992475
19.24867492850234,0.312,3.665952123950147
19.372063870351717,0.314,3.6667409313503567
19.49545281220109,0.316,3.6675205144262466
19.618841754050464,0.318,3.6682911324109555
19.74223069589984,0.32,3.6690530445376237
19.865619637749212,0.322,3.6698065100393933
19.989008579598586,0.324,3.6705517881494036
20.11239752144796,0.326,3.671289138100798
20.235786463297334,0.328,3.6720188191267145
20.359175405146708,0.33,3.6727410904602946
20.48256434699608,0.332,3.67345621133468
20.605953288845456,0.334,3.67416444098301
20.72934223069483,0.336,3.674866038638426
20.852731172544203,0.338,3.6755612635340684
20.976120114393577,0.34,3.676250374903078
21.09950905624295,0.342,3.6769336319218984
21.222897998092325,0.34400000000000003,3.6776112786146427
21.3462869399417,0.34600000000000003,3.6782835235130253
21.469675881791073,0.34800000000000003,3.678950570073823
21.593064823640447,0.35000000000000003,3.679612621753808
21.71645376548982,0.352,3.680269882009756
21.839842707339194,0.354,3.680922554298443
21.963231649188568,0.356,3.6815708420766398
22.086620591037942,0.358,3.6822149488011253
22.210009532887316,0.36,3.6828550779286724
22.33339847473669,0.362,3.683491432916057
22.456787416586064,0.364,3.6841242172200523
22.580176358435438,0.366,3.684753634297434
22.70356530028481,0.368,3.6853798876049773
22.826954242134185,0.37,3.6860031805994553
22.95034318398356,0.372,3.686623716737645
23.073732125832933,0.374,3.687241699476319
23.197121067682307,0.376,3.6878573322722534
23.32051000953168,0.378,3.6884708185822235
23.443898951381055,0.38,3.6890823618630018
23.567287893230432,0.382,3.689692165571366
23.690676835079806,0.384,3.690300433164088
23.81406577692918,0.386,3.690907368097943
23.937454718778554,0.388,3.691513173829709
24.060843660627928,0.39,3.692118053816156
24.1842326024773,0.392,3.692722211514062
24.307621544326675,0.394,3.693325850380201
24.43101048617605,0.396,3.6939291738713482
24.554399428025423,0.398,3.694532385444277
24.677788369874797,0.4,3.6951356885557627
24.80117731172417,0.402,3.695739286662581
24.924566253573545,0.404,3.696343383221506
25.04795519542292,0.406,3.696948181689312
25.171344137272293,0.40800000000000003,3.697553885522774
25.294733079121666,0.41000000000000003,3.6981606981786666
25.41812202097104,0.41200000000000003,3.698768823113765
25.541510962820414,0.41400000000000003,3.6993784637848446
25.664899904669788,0.41600000000000004,3.699989823648678
25.78828884651916,0.418,3.7006031061620437
25.911677788368532,0.42,3.7012185147817114
26.035066730217906,0.422,3.70183625296446
26.158455672067284,0.424,3.7024565241670624
26.281844613916657,0.426,3.7030795318462943
26.40523355576603,0.428,3.7037054794589297
26.528622497615405,0.43,3.704334570461744
26.65201143946478,0.432,3.7049670083115105
26.775400381314153,0.434,3.705602996465005
26.898789323163527,0.436,3.7062427383790033
27.0221782650129,0.438,3.7068864375102795
27.145567206862275,0.44,3.7075342973156062
27.26895614871165,0.442,3.7081865212517617
27.392345090561022,0.444,3.7088433127755174
27.5157340324104,0.446,3.7095048753436513
27.639122974259774,0.448,3.710171412412935
27.762511916109148,0.45,3.7108431274400524
27.88590085795852,0.452,3.71152019282229
28.009289799807895,0.454,3.7122026620394086
28.13267874165727,0.456,3.7128905601153175
28.256067683506643,0.458,3.7135839120739265
28.379456625356017,0.46,3.7142827429391456
28.50284556720539,0.462,3.714987077734886
28.626234509054765,0.464,3.7156969414850534
28.74962345090414,0.466,3.716412359213562
28.873012392753513,0.468,3.717133355944319
28.996401334602886,0.47000000000000003,3.7178599567012354
